6,064733028411865
6,064733028411865
3,062574863433838
3,062574863433838
3,062574863433838
3,062574863433838
3,168164014816284
3,168164014816284
3,168164014816284
3,168164014816284
3,22603702545166
3,22603702545166
3,22603702545166
3,22603702545166
3,22603702545166
3,22603702545166
3,810213088989258
3,810213088989258
3,810213088989258
3,810213088989258
3,4721450805664062
3,4721450805664062
3,4721450805664062
3,4721450805664062
3,860551118850708
3,860551118850708
3,860551118850708
3,860551118850708
3,860551118850708
3,860551118850708
3,860551118850708
3,860551118850708
3,2284951210021973
3,2284951210021973
3,2284951210021973
3,2284951210021973
3,2559142112731934
3,2559142112731934
3,2559142112731934
3,2559142112731934
3,2559142112731934
3,2559142112731934
3,7549989223480225
3,7549989223480225
3,7549989223480225
3,7549989223480225
3,880061149597168
3,880061149597168
3,880061149597168
3,880061149597168
3,880061149597168
3,880061149597168
2,8895609378814697
2,8895609378814697
3,1842620372772217
3,1842620372772217
3,1842620372772217
3,1842620372772217
3,1842620372772217
3,1842620372772217
3,316983938217163
3,316983938217163
3,316983938217163
3,316983938217163
3,316983938217163
3,316983938217163
3,5838980674743652
3,5838980674743652
3,5838980674743652
3,5838980674743652
4,192454099655151
4,192454099655151
4,192454099655151
4,192454099655151
3,267112970352173
3,267112970352173
3,267112970352173
3,267112970352173
3,267112970352173
3,267112970352173
3,267112970352173
3,267112970352173
4,254060983657837
4,254060983657837
4,254060983657837
4,254060983657837
3,324373960494995
3,324373960494995
3,324373960494995
3,324373960494995
3,508254051208496
3,508254051208496
3,508254051208496
3,508254051208496
3,508254051208496
3,508254051208496
3,480309009552002
3,480309009552002
3,480309009552002
3,480309009552002
3,6678519248962402
3,6678519248962402
3,6678519248962402
3,6678519248962402
3,6678519248962402
3,6678519248962402
3,8554420471191406
3,8554420471191406
3,8554420471191406
3,8554420471191406
3,8554420471191406
3,8554420471191406
4,140208959579468
4,140208959579468
4,612052917480469
4,612052917480469
4,612052917480469
4,612052917480469
4,612052917480469
4,612052917480469
4,612052917480469
4,612052917480469
3,920604944229126
3,920604944229126
3,0081920623779297
3,0081920623779297
3,0081920623779297
3,0081920623779297
3,0081920623779297
3,0081920623779297
3,0081920623779297
3,0081920623779297
2,5471270084381104
2,5471270084381104
3,5483429431915283
3,5483429431915283
3,5483429431915283
3,5483429431915283
3,5483429431915283
3,5483429431915283
3,5483429431915283
3,5483429431915283
2,5350120067596436
2,5350120067596436
2,5350120067596436
2,5350120067596436
2,2372617721557617
